ensg	enst	symbol	chr
ENSG00000105641	ENST00000222248	SLC5A5	19
ENSG00000167797	ENST00000301488	CDK2AP2	11
ENSG00000154319	ENST00000284486	FAM167A	8
ENSG00000182621	ENST00000338037	PLCB1	20
ENSG00000010379	ENST00000343164	SLC6A13	12
ENSG00000159176	ENST00000367306	CSRP1	1
ENSG00000178301	ENST00000313578	AQP11	11
ENSG00000262209	ENST00000576222	PCDHGB3	5
ENSG00000071553	ENST00000369762	ATP6AP1	X
ENSG00000105640	ENST00000222247	RPL18A	19
ENSG00000166979	ENST00000300255	EVA1C	21
ENSG00000115604	ENST00000409599	IL18R1	2
ENSG00000081853	ENST00000394576	PCDHGA2	5
ENSG00000004975	ENST00000005340	DVL2	17
ENSG00000089199	ENST00000378961	CHGB	20
ENSG00000122133	ENST00000479141	PAEP	9
ENSG00000253159	ENST00000252085	PCDHGA12	5
ENSG00000170577	ENST00000303077	SIX2	2
ENSG00000242419	ENST00000306593	PCDHGC4	5
ENSG00000162711	ENST00000336119	NLRP3	1
ENSG00000146839	ENST00000613979	ZAN	7
ENSG00000168140	ENST00000304735	VASN	16
ENSG00000106384	ENST00000223114	MOGAT3	7
ENSG00000160318	ENST00000291715	CLDND2	19
ENSG00000147570	ENST00000276570	DNAJC5B	8
ENSG00000174469	ENST00000361727	CNTNAP2	7
ENSG00000162849	ENST00000407071	KIF26B	1
ENSG00000108846	ENST00000285238	ABCC3	17
ENSG00000108510	ENST00000397786	MED13	17
ENSG00000119950	ENST00000332674	MXI1	10
ENSG00000198844	ENST00000361926	ARHGEF15	17
ENSG00000000457	ENST00000367772	SCYL3	1
ENSG00000079150	ENST00000424785	FKBP7	2
ENSG00000186806	ENST00000335624	VSIG10L	19
ENSG00000122644	ENST00000396663	ARL4A	7
ENSG00000203685	ENST00000366788	STUM	1
ENSG00000203666	ENST00000366523	EFCAB2	1
ENSG00000116329	ENST00000234961	OPRD1	1
ENSG00000169807	ENST00000303804	PRY2	Y
ENSG00000170684	ENST00000303809	ZNF296	19
ENSG00000198952	ENST00000361813	SMG5	1
ENSG00000160783	ENST00000368273	PMF1	1
ENSG00000074590	ENST00000261402	NUAK1	12
ENSG00000241973	ENST00000255882	PI4KA	22
ENSG00000188641	ENST00000370192	DPYD	1
ENSG00000186472	ENST00000333891	PCLO	7
ENSG00000120837	ENST00000240055	NFYB	12
ENSG00000184164	ENST00000404488	CRELD2	22
ENSG00000170890	ENST00000308366	PLA2G1B	12
ENSG00000090020	ENST00000263980	SLC9A1	1
ENSG00000069974	ENST00000396307	RAB27A	15
ENSG00000166598	ENST00000299767	HSP90B1	12
ENSG00000071127	ENST00000499869	WDR1	4
ENSG00000143036	ENST00000271227	SLC44A3	1
ENSG00000148773	ENST00000368654	MKI67	10
ENSG00000160685	ENST00000417934	ZBTB7B	1
ENSG00000173207	ENST00000308987	CKS1B	1
ENSG00000111725	ENST00000229328	PRKAB1	12
ENSG00000156017	ENST00000376834	CARNMT1	9
ENSG00000175906	ENST00000320033	ARL4D	17
ENSG00000163346	ENST00000368463	PBXIP1	1
ENSG00000144893	ENST00000474524	MED12L	3
ENSG00000174944	ENST00000309170	P2RY14	3
ENSG00000154511	ENST00000370310	FAM69A	1
ENSG00000262814	ENST00000333676	MRPL12	17
ENSG00000150628	ENST00000280191	SPATA4	4
ENSG00000130755	ENST00000597595	GMFG	19
ENSG00000120860	ENST00000240079	WASHC3	12
ENSG00000129071	ENST00000249910	MBD4	3
ENSG00000173706	ENST00000311127	HEG1	3
ENSG00000134716	ENST00000371204	CYP2J2	1
ENSG00000138669	ENST00000264399	PRKG2	4
ENSG00000177954	ENST00000368567	RPS27	1
ENSG00000182580	ENST00000330394	EPHB3	3
ENSG00000198837	ENST00000361217	DENND4B	1
ENSG00000185252	ENST00000611540	ZNF74	22
ENSG00000117713	ENST00000324856	ARID1A	1
ENSG00000066923	ENST00000615138	STAG3	7
ENSG00000127337	ENST00000247843	YEATS4	12
ENSG00000169469	ENST00000307098	SPRR1B	1
ENSG00000140526	ENST00000352732	ABHD2	15
ENSG00000155761	ENST00000336338	SPAG17	1
ENSG00000140391	ENST00000267970	TSPAN3	15
ENSG00000143367	ENST00000368849	TUFT1	1
ENSG00000136522	ENST00000476781	MRPL47	3
ENSG00000164106	ENST00000296506	SCRG1	4
ENSG00000140511	ENST00000562889	HAPLN3	15
ENSG00000162069	ENST00000572449	BICDL2	16
ENSG00000198393	ENST00000328654	ZNF26	12
ENSG00000162551	ENST00000374840	ALPL	1
ENSG00000197728	ENST00000356464	RPS26	12
ENSG00000109586	ENST00000265000	GALNT7	4
ENSG00000145423	ENST00000274063	SFRP2	4
ENSG00000023902	ENST00000369124	PLEKHO1	1
ENSG00000100167	ENST00000396426	SEPT3	22
ENSG00000165972	ENST00000344280	CCDC38	12
ENSG00000161267	ENST00000392379	BDH1	3
ENSG00000178665	ENST00000429591	ZNF713	7
ENSG00000239388	ENST00000487349	ASB14	3
ENSG00000121858	ENST00000241261	TNFSF10	3
ENSG00000011052	ENST00000393193	NME1-NME2	17
ENSG00000174611	ENST00000423778	KY	3
ENSG00000041515	ENST00000457511	MYO16	13
ENSG00000284701	ENST00000434431	TMEM247	2
ENSG00000173692	ENST00000308696	PSMD1	2
ENSG00000171724	ENST00000302536	VAT1L	16
ENSG00000163512	ENST00000479665	AZI2	3
ENSG00000109670	ENST00000603548	FBXW7	4
ENSG00000162775	ENST00000369784	RBM15	1
ENSG00000185504	ENST00000327787	FAAP100	17
ENSG00000108342	ENST00000225474	CSF3	17
ENSG00000188649	ENST00000410012	CC2D2B	10
ENSG00000054392	ENST00000545154	HHAT	1
ENSG00000133937	ENST00000238558	GSC	14
ENSG00000171804	ENST00000447313	WDR87	19
ENSG00000137513	ENST00000281038	NARS2	11
ENSG00000155275	ENST00000389737	TRMT44	4
ENSG00000132623	ENST00000378380	ANKEF1	20
ENSG00000058063	ENST00000323116	ATP11B	3
ENSG00000057468	ENST00000263187	MSH4	1
ENSG00000125450	ENST00000245544	NUP85	17
ENSG00000111052	ENST00000552864	LIN7A	12
ENSG00000167105	ENST00000300433	TMEM92	17
ENSG00000270629	ENST00000619423	NBPF14	1
ENSG00000164109	ENST00000296509	MAD2L1	4
ENSG00000137522	ENST00000361756	RNF121	11
ENSG00000156689	ENST00000287275	GLYATL2	11
ENSG00000170776	ENST00000361243	AKAP13	15
ENSG00000148296	ENST00000372022	SURF6	9
ENSG00000116128	ENST00000234739	BCL9	1
ENSG00000131097	ENST00000253410	HIGD1B	17
ENSG00000128573	ENST00000408937	FOXP2	7
ENSG00000148175	ENST00000286713	STOM	9
ENSG00000184009	ENST00000575842	ACTG1	17
ENSG00000139946	ENST00000267460	PELI2	14
ENSG00000169876	ENST00000306151	MUC17	7
ENSG00000218823	ENST00000404991	PAPOLB	7
ENSG00000111729	ENST00000229332	CLEC4A	12
ENSG00000107282	ENST00000265381	APBA1	9
ENSG00000100220	ENST00000216038	RTCB	22
ENSG00000198301	ENST00000356260	SDAD1	4
ENSG00000057704	ENST00000261226	TMCC3	12
ENSG00000091527	ENST00000264993	CDV3	3
ENSG00000139146	ENST00000337682	SINHCAF	12
ENSG00000166930	ENST00000300190	MS4A5	11
ENSG00000113805	ENST00000263665	CNTN3	3
ENSG00000159588	ENST00000528266	CCDC17	1
ENSG00000145390	ENST00000450251	USP53	4
ENSG00000166913	ENST00000372839	YWHAB	20
ENSG00000061938	ENST00000381916	TNK2	3
ENSG00000094914	ENST00000209873	AAAS	12
ENSG00000125534	ENST00000370179	PPDPF	20
ENSG00000139053	ENST00000266395	PDE6H	12
ENSG00000250821	ENST00000636125	EXOC1L	4
ENSG00000125730	ENST00000245907	C3	19
ENSG00000136021	ENST00000635101	SCYL2	12
ENSG00000121933	ENST00000369716	TMIGD3	1
ENSG00000118007	ENST00000383202	STAG1	3
ENSG00000229637	ENST00000432056	PRAC2	17
ENSG00000131686	ENST00000377436	CA6	1
ENSG00000204389	ENST00000375651	HSPA1A	6
ENSG00000173699	ENST00000452881	SPATA3	2
ENSG00000157388	ENST00000288139	CACNA1D	3
ENSG00000181733	ENST00000641125	OR2Z1	19
ENSG00000152591	ENST00000399271	DSPP	4
ENSG00000174917	ENST00000587950	C19orf70	19
ENSG00000166949	ENST00000327367	SMAD3	15
ENSG00000085465	ENST00000369732	OVGP1	1
ENSG00000140488	ENST00000287202	CELF6	15
ENSG00000150961	ENST00000280551	SEC24D	4
ENSG00000138316	ENST00000373208	ADAMTS14	10
ENSG00000116133	ENST00000371269	DHCR24	1
ENSG00000133863	ENST00000638951	TEX15	8
ENSG00000214787	ENST00000398986	MS4A4E	11
ENSG00000280090	ENST00000356130	OR8B4	11
ENSG00000166153	ENST00000416321	DEPDC4	12
ENSG00000080822	ENST00000394181	CLDND1	3
ENSG00000080819	ENST00000264193	CPOX	3
ENSG00000186810	ENST00000373691	CXCR3	X
ENSG00000117222	ENST00000264515	RBBP5	1
ENSG00000186654	ENST00000403581	PRR5	22
ENSG00000155744	ENST00000418596	FAM126B	2
ENSG00000132518	ENST00000254854	GUCY2D	17
ENSG00000083720	ENST00000196371	OXCT1	5
ENSG00000013293	ENST00000231706	SLC7A14	3
ENSG00000248405	ENST00000361473	PRR5-ARHGAP8	22
ENSG00000101323	ENST00000378789	HAO1	20
ENSG00000259030	ENST00000557284	FPGT-TNNI3K	1
ENSG00000182158	ENST00000330387	CREB3L2	7
ENSG00000189079	ENST00000334344	ARID2	12
ENSG00000244694	ENST00000339488	PTCHD4	6
ENSG00000143850	ENST00000272203	PLEKHA6	1
ENSG00000085978	ENST00000392017	ATG16L1	2
ENSG00000136267	ENST00000403951	DGKB	7
ENSG00000142599	ENST00000337907	RERE	1
ENSG00000172345	ENST00000302824	STARD5	15
ENSG00000132881	ENST00000375599	RSG1	1
ENSG00000100307	ENST00000216133	CBX7	22
ENSG00000138180	ENST00000371485	CEP55	10
ENSG00000158825	ENST00000375071	CDA	1
ENSG00000154358	ENST00000570156	OBSCN	1
ENSG00000139517	ENST00000316334	LNX2	13
ENSG00000204300	ENST00000375026	TMEM225	11
ENSG00000128059	ENST00000264220	PPAT	4
ENSG00000106003	ENST00000222725	LFNG	7
ENSG00000184445	ENST00000333479	KNTC1	12
ENSG00000016402	ENST00000316649	IL20RA	6
ENSG00000066739	ENST00000359933	ATG2B	14
ENSG00000241476	ENST00000336777	SSX2	X
ENSG00000176198	ENST00000315409	OR11H4	14
ENSG00000170854	ENST00000333396	RIOX2	3
ENSG00000066455	ENST00000163416	GOLGA5	14
ENSG00000124232	ENST00000343694	RBPJL	20
ENSG00000244509	ENST00000361441	APOBEC3C	22
ENSG00000073910	ENST00000542859	FRY	13
ENSG00000176219	ENST00000315519	OR11H6	14
ENSG00000132437	ENST00000444124	DDC	7
ENSG00000109436	ENST00000442267	TBC1D9	4
ENSG00000114786	ENST00000637978	ABHD14A-ACY1	3
ENSG00000116745	ENST00000262340	RPE65	1
ENSG00000169484	ENST00000641793	OR4K14	14
ENSG00000165061	ENST00000297737	ZMAT4	8
ENSG00000157368	ENST00000429149	IL34	16
ENSG00000172062	ENST00000380707	SMN1	5
ENSG00000088305	ENST00000328111	DNMT3B	20
ENSG00000175699	ENST00000636493	CCDC197	14
ENSG00000076555	ENST00000338432	ACACB	12
ENSG00000105370	ENST00000221973	LIM2	19
ENSG00000183741	ENST00000407418	CBX6	22
ENSG00000135845	ENST00000367728	PIGC	1
ENSG00000162727	ENST00000366476	OR2M5	1
ENSG00000153292	ENST00000371253	ADGRF1	6
ENSG00000251192	ENST00000523374	ZNF674	X
ENSG00000105697	ENST00000598398	HAMP	19
ENSG00000010165	ENST00000361735	METTL13	1
ENSG00000167779	ENST00000301464	IGFBP6	12
ENSG00000173124	ENST00000341686	ACSM6	10
ENSG00000253910	ENST00000522605	PCDHGB2	5
ENSG00000253731	ENST00000517434	PCDHGA6	5
ENSG00000204613	ENST00000449742	TRIM10	6
ENSG00000184650	ENST00000328248	ODF4	17
ENSG00000253305	ENST00000520790	PCDHGB6	5
ENSG00000258453	ENST00000641517	OR11H2	14
ENSG00000240764	ENST00000252087	PCDHGC5	5
ENSG00000176294	ENST00000641240	OR4N2	14
ENSG00000025770	ENST00000299821	NCAPH2	22
ENSG00000182652	ENST00000331723	OR4Q3	14
ENSG00000253767	ENST00000398604	PCDHGA8	5
ENSG00000176299	ENST00000641200	OR4M1	14
ENSG00000173085	ENST00000311469	COQ2	4
ENSG00000164920	ENST00000457907	OSR2	8
ENSG00000132535	ENST00000399510	DLG4	17
ENSG00000122033	ENST00000381116	MTIF3	13
ENSG00000139579	ENST00000380198	NABP2	12
ENSG00000253873	ENST00000398587	PCDHGA11	5
ENSG00000155016	ENST00000332884	CYP2U1	4
ENSG00000104973	ENST00000312865	MED25	19
ENSG00000069764	ENST00000438167	PLA2G10	16
ENSG00000147121	ENST00000344302	KRBOX4	X
ENSG00000089195	ENST00000203001	TRMT6	20
ENSG00000086758	ENST00000342160	HUWE1	X
ENSG00000023445	ENST00000263464	BIRC3	11
ENSG00000253846	ENST00000398610	PCDHGA10	5
ENSG00000129932	ENST00000427575	DOHH	19
ENSG00000163359	ENST00000295550	COL6A3	2
ENSG00000137809	ENST00000315757	ITGA11	15
ENSG00000261272	ENST00000561890	MUC22	6
ENSG00000171596	ENST00000305141	NMUR1	2
ENSG00000138684	ENST00000264497	IL21	4
ENSG00000213420	ENST00000292377	GPC2	7
ENSG00000142875	ENST00000370685	PRKACB	1
ENSG00000272414	ENST00000515604	FAM47E-STBD1	4
ENSG00000012171	ENST00000611067	SEMA3B	3
ENSG00000139567	ENST00000388922	ACVRL1	12
ENSG00000092094	ENST00000206542	OSGEP	14
ENSG00000221888	ENST00000641256	OR1C1	1
ENSG00000284723	ENST00000310194	OR8S1	12
ENSG00000153266	ENST00000283268	FEZF2	3
ENSG00000159261	ENST00000399137	CLDN14	21
ENSG00000169136	ENST00000423777	ATF5	19
ENSG00000254440	ENST00000527246	PBOV1	6
ENSG00000130175	ENST00000592741	PRKCSH	19
ENSG00000168785	ENST00000305798	TSPAN5	4
ENSG00000104872	ENST00000262265	PIH1D1	19
ENSG00000119397	ENST00000373855	CNTRL	9
ENSG00000169344	ENST00000396134	UMOD	16
ENSG00000010932	ENST00000354841	FMO1	1
ENSG00000066926	ENST00000382873	FECH	18
ENSG00000188001	ENST00000345063	TPRG1	3
ENSG00000103429	ENST00000261658	BFAR	16
ENSG00000173404	ENST00000310227	INSM1	20
ENSG00000101084	ENST00000342422	C20orf24	20
ENSG00000196449	ENST00000373044	YRDC	1
ENSG00000185519	ENST00000375662	FAM131C	1
ENSG00000167861	ENST00000425042	HID1	17
ENSG00000250298	ENST00000507153	GIMD1	4
ENSG00000143147	ENST00000537209	GPR161	1
ENSG00000170017	ENST00000306107	ALCAM	3
ENSG00000146477	ENST00000275300	SLC22A3	6
ENSG00000184613	ENST00000437801	NELL2	12
ENSG00000161405	ENST00000346872	IKZF3	17
ENSG00000186599	ENST00000335510	DEFB105B	8
ENSG00000244395	ENST00000382680	RBMY1D	Y
ENSG00000203724	ENST00000367393	C1orf53	1
ENSG00000179709	ENST00000291971	NLRP8	19
ENSG00000254206	ENST00000524087	NPIPB11	16
ENSG00000171388	ENST00000429967	APLN	X
ENSG00000166595	ENST00000422424	FAM96B	16
ENSG00000184588	ENST00000329654	PDE4B	1
ENSG00000109381	ENST00000379550	ELF2	4
ENSG00000120162	ENST00000262244	MOB3B	9
ENSG00000214279	ENST00000640237	SCART1	10
ENSG00000179083	ENST00000322139	FAM133A	X
ENSG00000188735	ENST00000449592	TMEM120B	12
ENSG00000197467	ENST00000398978	COL13A1	10
ENSG00000206384	ENST00000358511	COL6A6	3
ENSG00000196542	ENST00000359175	SPTSSB	3
ENSG00000143512	ENST00000343410	HHIPL2	1
ENSG00000092377	ENST00000383032	TBL1Y	Y
ENSG00000142694	ENST00000270824	EVA1B	1
ENSG00000136630	ENST00000366903	HLX	1
ENSG00000182253	ENST00000336292	SYNM	15
ENSG00000180447	ENST00000298743	GAS1	9
ENSG00000185823	ENST00000329468	NPAP1	15
ENSG00000141480	ENST00000412477	ARRB2	17
ENSG00000213215	ENST00000624504	OR2F1	7
ENSG00000174501	ENST00000456556	ANKRD36C	2
ENSG00000228075	ENST00000585477	BOD1L2	18
ENSG00000168060	ENST00000358658	NAALADL1	11
ENSG00000179869	ENST00000435803	ABCA13	7
ENSG00000113889	ENST00000265023	KNG1	3
ENSG00000243335	ENST00000639828	KCTD7	7
ENSG00000169410	ENST00000618819	PTPN9	15
ENSG00000197183	ENST00000621426	NOL4L	20
ENSG00000254585	ENST00000532292	MAGEL2	15
ENSG00000104218	ENST00000262210	CSPP1	8
ENSG00000113851	ENST00000231948	CRBN	3
ENSG00000165934	ENST00000298875	CPSF2	14
ENSG00000150681	ENST00000367460	RGS18	1
ENSG00000186666	ENST00000333924	BCDIN3D	12
ENSG00000234414	ENST00000382707	RBMY1A1	Y
ENSG00000205517	ENST00000393423	RGL3	19
ENSG00000143252	ENST00000367975	SDHC	1
ENSG00000132256	ENST00000380034	TRIM5	11
ENSG00000240038	ENST00000361355	AMY2B	1
ENSG00000072756	ENST00000251607	TRNT1	3
ENSG00000163626	ENST00000507544	COX18	4
ENSG00000179403	ENST00000476993	VWA1	1
ENSG00000187266	ENST00000222139	EPOR	19
ENSG00000166181	ENST00000531273	API5	11
ENSG00000104814	ENST00000591517	MAP4K1	19
ENSG00000092841	ENST00000550697	MYL6	12
ENSG00000165807	ENST00000298705	PPP1R36	14
ENSG00000205126	ENST00000378832	ACCSL	11
ENSG00000170379	ENST00000444908	TCAF2	7
ENSG00000205116	ENST00000378821	TMEM88B	1
ENSG00000187479	ENST00000617612	C11orf96	11
ENSG00000029363	ENST00000531224	BCLAF1	6
ENSG00000135925	ENST00000258411	WNT10A	2
ENSG00000271079	ENST00000420911	CTAGE15	7
ENSG00000008196	ENST00000393655	TFAP2B	6
ENSG00000137868	ENST00000563965	STRA6	15
ENSG00000157778	ENST00000288607	PSMG3	7
ENSG00000227345	ENST00000402038	PARG	10
ENSG00000173275	ENST00000339249	ZNF449	X
ENSG00000236444	ENST00000638137	UBE2L5	13
ENSG00000159231	ENST00000290354	CBR3	21
ENSG00000261787	ENST00000563496	TCF24	8
ENSG00000064300	ENST00000172229	NGFR	17
ENSG00000182575	ENST00000328741	NXPH3	17
ENSG00000161609	ENST00000447857	CCDC155	19
ENSG00000104450	ENST00000388798	SPAG1	8
ENSG00000115946	ENST00000263657	PNO1	2
ENSG00000173540	ENST00000308375	GMPPB	3
ENSG00000116703	ENST00000391997	PDC	1
ENSG00000176020	ENST00000320431	AMIGO3	3
ENSG00000034677	ENST00000519449	RNF19A	8
ENSG00000078579	ENST00000180166	FGF20	8
ENSG00000142197	ENST00000399151	DOPEY2	21
ENSG00000008197	ENST00000008391	TFAP2D	6
ENSG00000089053	ENST00000261819	ANAPC5	12
ENSG00000136682	ENST00000259199	CBWD2	2
ENSG00000082898	ENST00000401558	XPO1	2
ENSG00000173436	ENST00000322753	MINOS1	1
ENSG00000148700	ENST00000356080	ADD3	10
ENSG00000184110	ENST00000331666	EIF3C	16
ENSG00000189057	ENST00000343597	FAM111B	11
ENSG00000262180	ENST00000574641	OCLM	1
ENSG00000083896	ENST00000579690	YTHDC1	4
ENSG00000270136	ENST00000602450	MINOS1-NBL1	1
ENSG00000130545	ENST00000356762	CRB3	19
ENSG00000130427	ENST00000252723	EPO	7
ENSG00000255151	ENST00000527482	GLYATL1B	11
ENSG00000180872	ENST00000322246	DEFB112	6
ENSG00000174740	ENST00000312600	PABPC5	X
ENSG00000172738	ENST00000336655	TMEM217	6
ENSG00000186376	ENST00000370766	ZNF75D	X
ENSG00000065491	ENST00000373491	TBC1D22B	6
ENSG00000141040	ENST00000395824	ZNF287	17
ENSG00000244405	ENST00000306376	ETV5	3
ENSG00000163735	ENST00000296027	CXCL5	4
ENSG00000177684	ENST00000322066	DEFB114	6
ENSG00000174547	ENST00000310999	MRPL11	11
ENSG00000178971	ENST00000315684	CTC1	17
ENSG00000100321	ENST00000328933	SYNGR1	22
ENSG00000103023	ENST00000219301	PRSS54	16
ENSG00000186897	ENST00000334221	C1QL4	12
ENSG00000013563	ENST00000369809	DNASE1L1	X
ENSG00000111321	ENST00000228918	LTBR	12
ENSG00000056291	ENST00000308744	NPFFR2	4
ENSG00000188785	ENST00000336128	ZNF548	19
ENSG00000038945	ENST00000262101	MSR1	8
ENSG00000119392	ENST00000309971	GLE1	9
ENSG00000100206	ENST00000216024	DMC1	22
ENSG00000138035	ENST00000447944	PNPT1	2
ENSG00000186272	ENST00000307658	ZNF17	19
ENSG00000076108	ENST00000551812	BAZ2A	12
ENSG00000143258	ENST00000368002	USP21	1
ENSG00000135972	ENST00000258455	MRPS9	2
ENSG00000177721	ENST00000314890	ANXA2R	5
ENSG00000138315	ENST00000334011	OIT3	10
ENSG00000167721	ENST00000301364	TSR1	17
ENSG00000091436	ENST00000375213	MAP3K20	2
ENSG00000204120	ENST00000409451	GIGYF2	2
ENSG00000117614	ENST00000236273	SYF2	1
ENSG00000162769	ENST00000366971	FLVCR1	1
ENSG00000130540	ENST00000330884	SULT4A1	22
ENSG00000154760	ENST00000285013	SLFN13	17
ENSG00000013619	ENST00000432680	MAMLD1	X
ENSG00000230178	ENST00000456475	OR4F3	5
ENSG00000092850	ENST00000207457	TEKT2	1
ENSG00000047644	ENST00000380861	WWC3	X
ENSG00000273976	ENST00000614055	GOLGA6L1	15
ENSG00000109220	ENST00000263921	CHIC2	4
ENSG00000179914	ENST00000326245	ITLN1	1
ENSG00000196767	ENST00000373200	POU3F4	X
ENSG00000189376	ENST00000276704	C8orf76	8
ENSG00000101350	ENST00000375712	KIF3B	20
ENSG00000112511	ENST00000374516	PHF1	6
ENSG00000147183	ENST00000276127	CPXCR1	X
ENSG00000167191	ENST00000300571	GPRC5B	16
ENSG00000142920	ENST00000373441	AZIN2	1
ENSG00000126804	ENST00000554015	ZBTB1	14
ENSG00000124788	ENST00000244769	ATXN1	6
ENSG00000010327	ENST00000321725	STAB1	3
ENSG00000187045	ENST00000381792	TMPRSS6	22
ENSG00000184277	ENST00000333202	TM2D3	15
ENSG00000089775	ENST00000608382	ZBTB25	14
ENSG00000175600	ENST00000628514	SUGCT	7
ENSG00000006025	ENST00000007414	OSBPL7	17
ENSG00000120539	ENST00000375940	MASTL	10
ENSG00000078668	ENST00000521158	VDAC3	8
ENSG00000165156	ENST00000297857	ZHX1	8
ENSG00000126803	ENST00000394709	HSPA2	14
ENSG00000196544	ENST00000389017	BORCS6	17
ENSG00000256797	ENST00000535540	KLRF2	12
ENSG00000158764	ENST00000368029	ITLN2	1
ENSG00000162771	ENST00000294829	FAM71A	1
ENSG00000100714	ENST00000216605	MTHFD1	14
ENSG00000204711	ENST00000377197	C9orf135	9
ENSG00000188393	ENST00000455827	CLEC2A	12
ENSG00000185920	ENST00000331920	PTCH1	9
ENSG00000123685	ENST00000243440	BATF3	1
ENSG00000177946	ENST00000314994	CENPBD1	16
ENSG00000103550	ENST00000219837	KNOP1	16
ENSG00000259305	ENST00000357082	ZHX1-C8orf76	8
ENSG00000072201	ENST00000263925	LNX1	4
ENSG00000125686	ENST00000300651	MED1	17
ENSG00000196189	ENST00000368285	SEMA4A	1
ENSG00000185624	ENST00000331483	P4HB	17
ENSG00000138892	ENST00000433387	TTLL8	22
ENSG00000176444	ENST00000368361	CLK2	1
ENSG00000157782	ENST00000316803	CABP1	12
ENSG00000142784	ENST00000319394	WDTC1	1
ENSG00000257218	ENST00000551765	GATC	12
ENSG00000118849	ENST00000237696	RARRES1	3
ENSG00000182858	ENST00000330817	ALG12	22
ENSG00000225973	ENST00000436697	PIGBOS1	15
ENSG00000172339	ENST00000370205	ALG14	1
ENSG00000175832	ENST00000319349	ETV4	17
ENSG00000166170	ENST00000337322	BAG5	14
ENSG00000154556	ENST00000355634	SORBS2	4
ENSG00000114771	ENST00000232892	AADAC	3
ENSG00000135480	ENST00000331817	KRT7	12
ENSG00000111707	ENST00000543473	SUDS3	12
ENSG00000179826	ENST00000396275	MRGPRX3	11
ENSG00000142751	ENST00000374135	GPN2	1
ENSG00000197415	ENST00000362010	VEPH1	3
ENSG00000109667	ENST00000264784	SLC2A9	4
ENSG00000176371	ENST00000448803	ZSCAN2	15
ENSG00000081803	ENST00000449022	CADPS2	7
ENSG00000114853	ENST00000232974	ZBTB47	3
ENSG00000162391	ENST00000302250	FAM151A	1
ENSG00000144535	ENST00000325385	DIS3L2	2
ENSG00000150625	ENST00000280187	GPM6A	4
ENSG00000163263	ENST00000368525	C1orf189	1
ENSG00000085832	ENST00000371733	EPS15	1
ENSG00000229579	ENST00000509660	USP17L26	4
ENSG00000168594	ENST00000615367	ADAM29	4
ENSG00000142657	ENST00000270776	PGD	1
ENSG00000128011	ENST00000248668	LRFN1	19
ENSG00000136068	ENST00000490882	FLNB	3
ENSG00000155093	ENST00000389418	PTPRN2	7
ENSG00000151502	ENST00000281187	VPS26B	11
ENSG00000072163	ENST00000324938	LIMS2	2
ENSG00000284917	ENST00000402825	EEF1AKMT4-ECE2	3
ENSG00000160678	ENST00000292169	S100A1	1
ENSG00000189306	ENST00000323013	RRP7A	22
ENSG00000204006	ENST00000371759	C1orf185	1
ENSG00000137142	ENST00000377694	IGFBPL1	9
ENSG00000244094	ENST00000468739	SPRR2F	1
ENSG00000198854	ENST00000368775	C1orf68	1
ENSG00000187238	ENST00000335633	LCE3B	1
ENSG00000166130	ENST00000299157	IKBIP	12
ENSG00000185966	ENST00000368789	LCE3E	1
ENSG00000169509	ENST00000368790	CRCT1	1
ENSG00000185104	ENST00000396153	FAF1	1
ENSG00000143536	ENST00000271835	CRNN	1
ENSG00000169714	ENST00000441626	CNBP	3
ENSG00000092621	ENST00000641597	PHGDH	1
ENSG00000181856	ENST00000317370	SLC2A4	17
ENSG00000162373	ENST00000371833	BEND5	1
ENSG00000164107	ENST00000359562	HAND2	4
ENSG00000172780	ENST00000315150	RAB43	3
ENSG00000111783	ENST00000357881	RFX4	12
ENSG00000088035	ENST00000371108	ALG6	1
ENSG00000136026	ENST00000378026	CKAP4	12
ENSG00000116584	ENST00000361247	ARHGEF2	1
ENSG00000167272	ENST00000357500	POP5	12
ENSG00000117569	ENST00000370197	PTBP2	1
ENSG00000100426	ENST00000216268	ZBED4	22
ENSG00000158246	ENST00000289166	FAM46B	1
ENSG00000106484	ENST00000223215	MEST	7
ENSG00000137876	ENST00000260443	RSL24D1	15
ENSG00000111816	ENST00000606080	FRK	6
ENSG00000137936	ENST00000370244	BCAR3	1
ENSG00000224982	ENST00000426426	TMEM233	12
ENSG00000176871	ENST00000441406	WSB2	12
ENSG00000111445	ENST00000454402	RFC5	12
ENSG00000175279	ENST00000309048	CENPS	1
ENSG00000155749	ENST00000405148	ALS2CR12	2
ENSG00000162676	ENST00000370332	GFI1	1
